Current Time,Force Exerted,Target,Target Range,Max Forces,Average Max Force,Number of Trials
2022-11-26 15:03:35.071250,0.0,0.231,0.11574255,1.543,1.543,1
2022-11-26 15:03:35.421182,0.0,0.231,0.11574255,1.543,1.543,1
2022-11-26 15:03:35.769135,0.22,0.231,0.11574255,1.543,1.543,1
2022-11-26 15:03:36.114989,0.22,0.231,0.11574255,1.543,1.543,1
2022-11-26 15:03:36.458385,0.22,0.231,0.11574255,1.543,1.543,1
2022-11-26 15:03:36.810424,0.0,0.231,0.11574255,1.543,1.543,1
2022-11-26 15:03:37.161172,0.0,0.231,0.11574255,1.543,1.543,1
2022-11-26 15:03:38.115079,0.0,0.231,0.11574255,1.543,1.543,1
2022-11-26 15:03:38.196228,0.0,0.231,0.11574255,1.543,1.543,1
2022-11-26 15:03:38.384451,0.0,0.231,0.11574255,1.543,1.543,1
2022-11-26 15:03:38.561046,0.0,0.231,0.11574255,1.543,1.543,1
2022-11-26 15:03:38.561046,0.661,0.265,0.13227719999999998,1.764,2.425,2
2022-11-26 15:03:44.290553,0.441,0.265,0.13227719999999998,1.764,2.425,2
2022-11-26 15:03:44.637844,0.22,0.265,0.13227719999999998,1.764,2.425,2
2022-11-26 15:03:44.979013,0.22,0.265,0.13227719999999998,1.764,2.425,2
2022-11-26 15:03:45.336000,0.0,0.265,0.13227719999999998,1.764,2.425,2
2022-11-26 15:03:45.683016,0.0,0.265,0.13227719999999998,1.764,2.425,2
2022-11-26 15:03:46.030115,-0.0,0.265,0.13227719999999998,1.764,2.425,2
2022-11-26 15:03:46.379426,0.0,0.265,0.13227719999999998,1.764,2.425,2
2022-11-26 15:03:46.725266,-0.0,0.265,0.13227719999999998,1.764,2.425,2
2022-11-26 15:03:47.073001,0.0,0.265,0.13227719999999998,1.764,2.425,2
2022-11-26 15:03:47.421972,0.0,0.265,0.13227719999999998,1.764,2.425,2
2022-11-26 15:03:47.762940,0.0,0.265,0.13227719999999998,1.764,2.425,2
2022-11-26 15:03:47.762940,0.661,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:53.337147,0.441,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:53.684908,0.22,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:54.033429,0.0,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:54.376919,0.0,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:54.729203,0.0,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:55.076247,0.22,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:55.422020,0.22,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:55.772563,0.22,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:56.117484,0.22,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:56.467301,-0.0,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:56.808724,0.0,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:57.162808,0.0,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:57.509398,0.0,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:57.855850,0.0,0.397,0.19841579999999998,2.646,2.793,3
2022-11-26 15:03:58.206102,0.0,0.397,0.19841579999999998,2.646,2.793,3
